OriginalQuery,RewrittenQuery,Type
"Consider the Development Agreement between Howmedica Osteonics Corp. (Stryker) and Conformis, Inc. for Patient-Specific Instrumentation; What is the governing law for this contract?","""What jurisdiction's laws and legal framework are specified to govern and interpret the contractual obligations, rights, and disputes arising from the Development Agreement between Howmedica Osteonics Corp?",Verbose
"Consider the Development Agreement between Howmedica Osteonics Corp. (Stryker) and Conformis, Inc. for Patient-Specific Instrumentation; Are there any exceptions to competitive restrictions in this contract?","""What are the specific exceptions to competitive restrictions outlined in the Development Agreement between Howmedica Osteonics Corp?",Verbose
"Consider the Development Agreement between Howmedica Osteonics Corp. (Stryker) and Conformis, Inc. for Patient-Specific Instrumentation; Does this contract include an exclusivity agreement?","""In the Development Agreement between Howmedica Osteonics Corp?",Verbose
"Consider the Development Agreement between Howmedica Osteonics Corp. (Stryker) and Conformis, Inc. for Patient-Specific Instrumentation; Does this contract include any right of first refusal, right of first offer, or right of first negotiation?","""Under the terms",Verbose
"Consider the Development Agreement between Howmedica Osteonics Corp. (Stryker) and Conformis, Inc. for Patient-Specific Instrumentation; Does this contract provide for joint intellectual property ownership?","""What provisions in the Development Agreement between Howmedica Osteonics Corp?",Verbose
"Consider the Development Agreement between Howmedica Osteonics Corp. (Stryker) and Conformis, Inc. for Patient-Specific Instrumentation; What licenses are granted under this contract?","""What intellectual property rights and licenses are conferred upon Conformis, Inc?",Verbose
"Consider the Development Agreement between Howmedica Osteonics Corp. (Stryker) and Conformis, Inc. for Patient-Specific Instrumentation; Does the licensee's affiliates have any licensing rights under this contract?","""What contractual rights, if any, do the affiliates of the licensee under the Development Agreement between Howmedica Osteonics Corp?",Verbose
"Consider the Development Agreement between Howmedica Osteonics Corp. (Stryker) and Conformis, Inc. for Patient-Specific Instrumentation; Is there uncapped liability under this contract?","""What provisions in the Development Agreement between Howmedica Osteonics Corp?",Verbose
"Consider the Development Agreement between Howmedica Osteonics Corp. (Stryker) and Conformis, Inc. for Patient-Specific Instrumentation; Is there a cap on liability under this contract?","""What is the liability cap structure outlined in the Development Agreement between Howmedica Osteonics Corp?",Verbose
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; What is the expiration date of this contract?","""What is the contractual end date for",Verbose
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; What is the governing law for this contract?","""What legal framework, as per the Exclusive",Verbose
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Is there a non-compete clause in this contract?","""In the context of the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc?",Verbose
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Does this contract include an exclusivity agreement?","""What exclusivity arrangements are specified in the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc?",Verbose
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Can this contract be terminated for convenience, and under what conditions?","""What termination options, including termination for convenience, are outlined in the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc?",Verbose
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; What happens in the event of a change of control of one of the parties in this contract?","""What are the contractual consequences and obligations triggered in the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc?",Verbose
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Is there an anti-assignment clause in this contract?","""In the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc?",Verbose
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Does this contract include any revenue or profit-sharing arrangements?","""In the context of the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc?",Verbose
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Is there a minimum commitment required under this contract?","""What minimum commitments, if any, are specified in the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc?",Verbose
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Does this contract include any volume restrictions?","""What contractual provisions under the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc?",Verbose
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; What licenses are granted under this contract?","""What types of intellectual property licenses are granted under the terms of the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc?",Verbose
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Are there any services to be provided after the termination of this contract?","""What post-termination obligations or services are the parties required to perform or provide under the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc?",Verbose
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; What are the audit rights under this contract?","""What auditing provisions are stipulated in the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc?",Verbose
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; Is there a cap on liability under this contract?","""What is the maximum liability exposure for Eton Pharmaceuticals, Inc?",Verbose
"Consider the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc. and Aucta Pharmaceuticals, Inc.; What are the insurance requirements under this contract?","""Under the Exclusive License and Product Development Agreement between Eton Pharmaceuticals, Inc?",Verbose
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; What is the expiration date of this contract?","""What is the contractual end date of the Joint Development Agreement between FuelCell Energy, Inc?",Verbose
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; What is the governing law for this contract?","""What jurisdiction's legal framework and specific statutes govern the Joint Development Agreement between FuelCell Energy, Inc?",Verbose
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; Are there any exceptions to competitive restrictions in this contract?","""What specific exceptions or exemptions exist within the competitive restrictions outlined in the Joint Development Agreement between FuelCell Energy, Inc?",Verbose
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; Is there a non-compete clause in this contract?","""What competitive restrictions, if any, are imposed on the parties to the Joint Development Agreement between FuelCell Energy, Inc?",Verbose
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; Can this contract be terminated for convenience, and under what conditions?","""What termination provisions for convenience are outlined in the Joint Development Agreement between FuelCell Energy, Inc?",Verbose
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; Does this contract include any right of first refusal, right of first offer, or right of first negotiation?","""What specific contractual provisions, if any, in the Joint Development Agreement between FuelCell Energy, Inc?",Verbose
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; What happens in the event of a change of control of one of the parties in this contract?","""What are the contractual consequences, terms, and procedures in the Joint Development Agreement between FuelCell Energy, Inc?",Verbose
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; Is there an anti-assignment clause in this contract?","""What contractual provisions in the Joint Development Agreement between FuelCell Energy, Inc?",Verbose
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; How is intellectual property ownership assigned in this contract?","""What are the stipulations regarding intellectual property rights and ownership, including any exclusivity arrangements, licensing terms, and transfer obligations, as specified in the Joint Development Agreement between FuelCell Energy, Inc?",Verbose
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; What licenses are granted under this contract?","""What types of intellectual property licenses are provided to ExxonMobil Research and Engineering Company under the Joint Development Agreement with FuelCell Energy, Inc?",Verbose
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; Are the licenses granted under this contract non-transferable?","""What transferability provisions apply to the licenses granted under the Joint Development Agreement between FuelCell Energy, Inc?",Verbose
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; Does the licensee's affiliates have any licensing rights under this contract?","""What rights, if any, are granted to the affiliates of the licensee under the Joint Development Agreement between FuelCell Energy, Inc?",Verbose
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; Are any of the licenses granted under this contract irrevocable or perpetual?","""What types of licenses, if any, are granted under the Joint Development Agreement between FuelCell Energy, Inc?",Verbose
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; Are there any services to be provided after the termination of this contract?","""What are the obligations and responsibilities of the parties involved in the Joint Development Agreement between FuelCell Energy, Inc?",Verbose
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; What are the audit rights under this contract?","""What are the audit rights, procedures, and obligations outlined for FuelCell Energy, Inc?",Verbose
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; Is there uncapped liability under this contract?","""What are the liability provisions in the Joint Development Agreement between FuelCell Energy, Inc?",Verbose
"Consider the Joint Development Agreement between FuelCell Energy, Inc. and ExxonMobil Research and Engineering Company for Molten Carbonate Fuel Cells; Is there a cap on liability under this contract?","""What is the scope of liability limitations under the Joint Development Agreement for Molten Carbonate Fuel Cells between FuelCell Energy, Inc?",Verbose
"Consider the Recipe Development Agreement between Reed's, Inc. and B C Marketing Concepts Inc. for Ginger-Based Alcohol Beverages; What is the expiration date of this contract?","""What is the contractual duration and termination date of the Recipe Development Agreement between Reed's, Inc?",Verbose
"Consider the Recipe Development Agreement between Reed's, Inc. and B C Marketing Concepts Inc. for Ginger-Based Alcohol Beverages; What is the governing law for this contract?","""Under what jurisdictional legal framework and applicable laws does the Recipe Development Agreement between Reed's, Inc?",Verbose
"Consider the Recipe Development Agreement between Reed's, Inc. and B C Marketing Concepts Inc. for Ginger-Based Alcohol Beverages; Does this contract include an exclusivity agreement?","""What exclusivity provisions, if any, are stipulated within the Recipe Development Agreement between Reed's, Inc?",Verbose
"Consider the Recipe Development Agreement between Reed's, Inc. and B C Marketing Concepts Inc. for Ginger-Based Alcohol Beverages; Is there an anti-assignment clause in this contract?","""What contractual provisions in the Recipe Development Agreement between Reed's, Inc?",Verbose
"Consider the Recipe Development Agreement between Reed's, Inc. and B C Marketing Concepts Inc. for Ginger-Based Alcohol Beverages; How is intellectual property ownership assigned in this contract?","""What intellectual property rights, including but not limited to trademarks, copyrights, trade secrets, and patents, are assigned, granted, or reserved under the Recipe Development Agreement between Reed's, Inc?",Verbose
"Consider the Recipe Development Agreement between Reed's, Inc. and B C Marketing Concepts Inc. for Ginger-Based Alcohol Beverages; Is there uncapped liability under this contract?","""What types of liability provisions are outlined in the Recipe Development Agreement between Reed's, Inc?",Verbose
"Consider the Recipe Development Agreement between Reed's, Inc. and B C Marketing Concepts Inc. for Ginger-Based Alcohol Beverages; Is there a cap on liability under this contract?","""In the context of the Recipe Development Agreement between",Verbose
"Consider the Recipe Development Agreement between Reed's, Inc. and B C Marketing Concepts Inc. for Ginger-Based Alcohol Beverages; Is there a covenant not to sue included in this contract?","""What covenants and non-suit provisions, if any, are stipulated in the Recipe Development Agreement between Reed's, Inc?",Verbose
Consider the Distributorship Agreement between Signature Orthopaedics Pty Ltd and CPM Medical Consultants LLC for Medical Products; What is the expiration date of this contract?,"""What is the contractual end date of the Distrib",Verbose
Consider the Distributorship Agreement between Signature Orthopaedics Pty Ltd and CPM Medical Consultants LLC for Medical Products; What is the renewal term for this contract?,"""What are the contract renewal terms and conditions outlined in the Distributorship Agreement between Signature Orthopaedics Pty Ltd and CPM Medical Consultants LLC for Medical Products, encompassing the period of renewal, any automatic renewal clauses, notice periods, termination provisions, and amendments or modifications to these renewal terms over time?""",Verbose
Consider the Distributorship Agreement between Signature Orthopaedics Pty Ltd and CPM Medical Consultants LLC for Medical Products; What is the notice period required to terminate the renewal?,"""What duration of advance notice is specified in the Distributorship Agreement between Signature Orthopaedics Pty Ltd and CPM Medical Consultants LLC for Medical Products as a condition to terminate the renewal of the agreement, and are there any exceptions or circumstances under which this notice period may be waived or modified?""?",Verbose
Consider the Distributorship Agreement between Signature Orthopaedics Pty Ltd and CPM Medical Consultants LLC for Medical Products; What is the governing law for this contract?,"""What legal jurisdiction and its associated laws, regulations, or standards apply to the Distributorship Agreement between Signature Orthopaedics Pty Ltd and CPM Medical Consultants LLC for Medical Products, considering any explicit or implied jurisdictional stipulations, or references to international law that might override local legal frameworks?""",Verbose
Consider the Distributorship Agreement between Signature Orthopaedics Pty Ltd and CPM Medical Consultants LLC for Medical Products; Is there an anti-assignment clause in this contract?,"""Under the terms of the Distributorship Agreement between Signature Orthopaedics Pty Ltd and CPM Medical Consultants LLC for Medical Products, what contractual restrictions or prohibitions are in place regarding the assignment of rights, obligations, or interests, including any express clauses, implied prohibitions, or limitations on delegation or transfer, and what are the consequences for breaching such restrictions?""?",Verbose
Consider the Distributorship Agreement between Signature Orthopaedics Pty Ltd and CPM Medical Consultants LLC for Medical Products; What licenses are granted under this contract?,"""What types of licenses, permissions, or rights are granted to Signature Orthopaedics Pty Ltd under the Distributorship Agreement with CPM Medical Consultants LLC, specifically concerning the distribution of Medical Products, including any territorial or product-specific exclusivities, rights to modify or sub-license, and any obligations or restrictions that accompany these granted licenses?""  -1",Verbose
Consider the Distributorship Agreement between Signature Orthopaedics Pty Ltd and CPM Medical Consultants LLC for Medical Products; Are there any services to be provided after the termination of this contract?,,Verbose
Consider the Distributorship Agreement between Signature Orthopaedics Pty Ltd and CPM Medical Consultants LLC for Medical Products; What are the insurance requirements under this contract?,"""In the context of",Verbose
Consider the Distributorship Agreement between Signature Orthopaedics Pty Ltd and CPM Medical Consultants LLC for Medical Products; Is there a covenant not to sue included in this contract?,"""What covenants and obligations related to legal actions and disputes are outlined in the Distributorship Agreement between Signature Orthopaedics Pty Ltd and CPM Medical Consultants LLC, particularly in relation to the Medical Products, including any provisions that restrict the parties' ability to pursue legal claims or lawsuits against each other?""",Verbose
Consider the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products; What is the expiration date of this contract?,"""What is the contractual end date specified in the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products, including any provisions for automatic renewal, termination clauses, or notice periods?""",Verbose
Consider the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products; What is the renewal term for this contract?,"""What is the specified renewal term for the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products, which outlines the contractual duration beyond the initial term, including any provisions for automatic renewal, termination by notice, or renewal by mutual consent, and how these renewal terms might impact the continuation of the agreement, the parties' obligations, and any adjustments to compensation or performance metrics",Verbose
Consider the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products; What is the governing law for this contract?,"""Under what legal framework does the Distributor",Verbose
Consider the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products; Is there a most favored nation clause in this contract?,"""What clauses within the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products stipulate fair market treatment and parity with other distributors, including any provisions that ensure the most favored nation status, market exclusivity, or preferential pricing, and how are these clauses enforced or reviewed for compliance?""",Verbose
Consider the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products; Does this contract include an exclusivity agreement?,"""Within the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products, what are the exclusivity-related provisions, including market restrictions, territorial scope, duration, and breach consequences, and how do these provisions impact the rights and obligations of both parties in terms of product distribution and potential partnerships or collaborations with other distributors?""",Verbose
Consider the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products; Is there a clause preventing the solicitation of customers in this contract?,"""In the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products, what provisions govern the conduct of the parties, particularly with respect to customer relations, including any restrictions on direct or indirect solicitation of customers, potential penalties for breach, and any clauses that mandate confidentiality or non-poaching agreements among the parties?",Verbose
Consider the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products; Is there an anti-assignment clause in this contract?,"""What provisions, if any, in the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products restrict or permit the transfer of contractual obligations, including assignment, delegation, or novation, and what are the consequences for breaching such provisions?""",Verbose
Consider the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products; Are there any price restrictions or controls specified in this contract?,"""In the Distributor Agreement between B &",Verbose
Consider the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products; Does this contract include any volume restrictions?,"""What volume-related provisions are included in the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products, encompassing minimum sales targets, maximum sales thresholds, territory-specific quotas, sales growth expectations, and any incentives or penalties tied to volume performance?""",Verbose
Consider the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products; How is intellectual property ownership assigned in this contract?,"""What are the terms governing intellectual property ownership and assignment in the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products, including definitions of proprietary materials, rights and obligations of each party, and any provisions for joint ownership, licensing, or use of intellectual property?""",Verbose
Consider the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products; Are there any services to be provided after the termination of this contract?,"""What services, if any, are required of the parties after the termination of the Distrib",Verbose
Consider the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products; Is there a cap on liability under this contract?,"""What is the maximum liability exposure for B & C General Warehouse Corporation LLC and the Distributor for Coffee Products under the Distributor Agreement, including any ceilings on damages, limits on indemnification, exclusions or limitations on liability, and any conditions or circumstances that may trigger or alter this liability cap?""",Verbose
Consider the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products; What is the duration of any warranties provided in this contract?,"""What contractual warranty duration is specified in the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products, encompassing all warranties offered by the manufacturer or supplier and any conditions or limitations that affect their applicability or enforceability?""  ""Under what conditions and according to what provisions in the Distributor Agreement, do warranties offered by the manufacturer or supplier extend beyond the standard warranty",Verbose
Consider the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products; Is there a covenant not to sue included in this contract?,"""In the Distributor Agreement between B & C General Warehouse Corporation LLC and Distributor for Coffee Products, what provisions or clauses related to dispute resolution, litigation, and contractual obligations specifically address the parties' commitment to refrain from initiating or pursuing legal actions against each other, including any exclusions, exceptions, or conditions that may apply to such covenants not to sue?""?",Verbose
Consider the Non-Exclusive Distributor Agreement between iMine Corporation and Sunwai Technology for Cryptocurrency Mining Rigs; What is the expiration date of this contract?,"""What is the specified termination date of the Non-Exclusive Distributor Agreement between iMine Corporation and Sunwai Technology for Cryptocurrency Mining Rigs, including any renewal or extension provisions, notice periods, and default clauses that could affect this expiration date?""?",Verbose
Consider the Non-Exclusive Distributor Agreement between iMine Corporation and Sunwai Technology for Cryptocurrency Mining Rigs; What is the governing law for this contract?,"""Under what jurisdictional laws and regulations is the Non-Exclusive Distributor Agreement between iMine Corporation and Sunwai Technology, pertaining to the distribution of Cryptocurrency Mining Rigs, legally governed and interpreted, and what are the implications of these laws on contract enforcement and dispute resolution?""?",Verbose
"Consider the Acquisition Agreement between Parent ""Magic AcquireCo, Inc."" and Target ""The Michaels Companies, Inc.""; What is the Type of Consideration","""Considering the Acquisition Agreement between Parent Magic AcquireCo, Inc?",Verbose
"Consider the Acquisition Agreement between Parent ""Magic AcquireCo, Inc."" and Target ""The Michaels Companies, Inc.""; Information about the Closing Condition: Compliance with Covenants","""What are the covenant compliance requirements as specified in the Acquisition Agreement between Parent ""Magic AcquireCo, Inc?",Verbose
"Consider the Acquisition Agreement between Parent ""Magic AcquireCo, Inc."" and Target ""The Michaels Companies, Inc.""; What is the Target's Representation & Warranty of No Material Adverse Effect, with regards to some specified date","""What are the terms of the Target Company's Representation and Warranty of No Material Adverse Effect in the Acquisition Agreement between Parent Magic AcquireCo, Inc?",Verbose
"Consider the Acquisition Agreement between Parent ""Magic AcquireCo, Inc."" and Target ""The Michaels Companies, Inc.""; What is the Definition of ""Material Adverse Effect""","""What constitutes a 'Material Adverse Effect' as defined within the Acquisition Agreement between Magic AcquireCo, Inc?",Verbose
"Consider the Acquisition Agreement between Parent ""Magic AcquireCo, Inc."" and Target ""The Michaels Companies, Inc.""; What is the Definition of ""Knowledge""","""In the Acquisition Agreement between Magic AcquireCo, Inc?",Verbose
"Consider the Acquisition Agreement between Parent ""Magic AcquireCo, Inc."" and Target ""The Michaels Companies, Inc.""; What about the Fiduciary exception to the No-Shop Clause","""In the context of the Acquisition Agreement between Magic AcquireCo, Inc?",Verbose
"Consider the Acquisition Agreement between Parent ""Magic AcquireCo, Inc."" and Target ""The Michaels Companies, Inc.""; What is the Definition of ""Superior Proposal""","""Within the context of the Acquisition Agreement between Parent Magic AcquireCo, Inc?",Verbose
"Consider the Acquisition Agreement between Parent ""Magic AcquireCo, Inc."" and Target ""The Michaels Companies, Inc.""; Information about the Fiduciary Termination Right Triggers for termination","""What specific circumstances, as outlined in the Acquisition Agreement between Magic AcquireCo, Inc?",Verbose
"Consider the Acquisition Agreement between Parent ""Magic AcquireCo, Inc."" and Target ""The Michaels Companies, Inc.""; Is there a Tail provision for acquisition proposals","""What types of acquisition proposal conditions are subject to tail provisions in the Acquisition Agreement between Magic AcquireCo, Inc?",Verbose
"Consider the Acquisition Agreement between Parent ""Magic AcquireCo, Inc."" and Target ""The Michaels Companies, Inc.""; What are the Ordinary course of business covenants","""What Ordinary course of business covenants are stipulated in the Acquisition Agreement between Parent Magic AcquireCo, Inc?",Verbose
"Consider the Acquisition Agreement between Parent ""Magic AcquireCo, Inc."" and Target ""The Michaels Companies, Inc.""; Where is the Specific Performance clause","""Within the Acquisition Agreement between Parent 'Magic AcquireCo, Inc?",Verbose
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; Information about the Closing Condition: Compliance with Covenants","""What are the covenants that the Target, Tiffany & Co?",Verbose
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; What is the Target's Representation & Warranty of No Material Adverse Effect, with regards to some specified date","""What representations and warranties regarding material adverse effects, as of a specified date, are made by the Target entity (Tiffany & Co?",Verbose
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; What is the Definition of ""Knowledge""","""In the context of the Acquisition Agreement between LVMH Moët Hennessy-Louis Vuitton SE and Tiffany & Co?",Verbose
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; Where is the No-Shop Clause","""Under the terms of the Acquisition Agreement between LVMH Moët Hennessy-Louis Vuitton SE as the Parent entity and Tiffany & Co?",Verbose
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; What is the Definition of ""Superior Proposal""","""What are the specific criteria and conditions under which a ""Superior Proposal"" is defined within the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co?",Verbose
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; What is the Definition of ""Interveining Event""","""What is the meaning and interpretation of the term 'Interveining Event' as defined in the Acquisition Agreement between Parent 'LVMH Moët Hennessy-Louis Vuitton SE' and Target 'Tiffany & Co?",Verbose
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; Information about the Fiduciary Termination Right Triggers for termination","""What triggers the Fiduciary Termination Right in the Acquisition Agreement between LVMH Moët Hennessy-Louis Vuitton SE and Tiffany & Co?",Verbose
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; Is there a Tail provision for acquisition proposals","""Within the Acquisition Agreement between Parent LVMH Moët Hennessy-Louis Vuitton SE and Target Tiffany & Co?",Verbose
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; What are the Ordinary course of business covenants","""What are the Ordinary course of business covenants included in the Acquisition Agreement between LVMH Moët Hennessy-Louis Vuitton SE and Tiffany & Co?",Verbose
"Consider the Acquisition Agreement between Parent ""LVMH Moët Hennessy-Louis Vuitton SE"" and Target ""Tiffany & Co.""; Where is the Specific Performance clause","""What specific contractual provisions within the Acquisition Agreement between Parent LVMH Moët Hennessy-Louis Vuitton SE and Target Tiffany & Co?",Verbose
"Consider the Acquisition Agreement between Parent ""Ocala Bidco, Inc."" and Target ""Inovalon Holdings, Inc.""; Information about the Closing Condition: Compliance with Covenants","""What compliance-related closing conditions are specified in the Acquisition Agreement between Parent ""Ocala Bidco, Inc?",Verbose
"Consider the Acquisition Agreement between Parent ""Ocala Bidco, Inc."" and Target ""Inovalon Holdings, Inc.""; What is the Target's Representation & Warranty of No Material Adverse Effect, with regards to some specified date","""Under the Acquisition Agreement between Parent Ocala Bidco, Inc?",Verbose
"Consider the Acquisition Agreement between Parent ""Ocala Bidco, Inc."" and Target ""Inovalon Holdings, Inc.""; What is the Definition of ""Knowledge""","""What constitutes the definition of ""Knowledge"" as per the Acquisition Agreement between Parent ""Ocala Bidco, Inc?",Verbose
"Consider the Acquisition Agreement between Parent ""Ocala Bidco, Inc."" and Target ""Inovalon Holdings, Inc.""; Where is the No-Shop Clause","""In the Acquisition Agreement between Parent ""Ocala Bidco, Inc?",Verbose
"Consider the Acquisition Agreement between Parent ""Ocala Bidco, Inc."" and Target ""Inovalon Holdings, Inc.""; Is there a Tail provision for acquisition proposals","""What is the nature of the Tail provision, if any, concerning acquisition proposals outlined in the Acquisition Agreement between Parent Ocala Bidco, Inc?",Verbose
"Consider the Acquisition Agreement between Parent ""Ocala Bidco, Inc."" and Target ""Inovalon Holdings, Inc.""; What are the Ordinary course of business covenants","""What Ordinary course of business covenants, encompassing operational, financial, and administrative aspects, are the Parent, Ocala Bidco, Inc?",Verbose
"Consider the Acquisition Agreement between Parent ""Ocala Bidco, Inc."" and Target ""Inovalon Holdings, Inc.""; Where is the Specific Performance clause","""What specific performance provisions, if any, are outlined in the Acquisition Agreement between Parent 'Ocala Bidco, Inc?",Verbose
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; Information about the Closing Condition: Compliance with Covenants","""What specific closing conditions, particularly those related to compliance with covenants, are outlined in the Merger Agreement between Atlas CC Acquisition Corp?",Verbose
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; What is the Target's Representation & Warranty of No Material Adverse Effect, with regards to some specified date","""In the context of the Merger Agreement between Atlas CC Acquisition Corp?",Verbose
